Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
n_robday8_b12dd5d5	r	Got me there.	game/story/week two/eighthday.rpy	928	r "[what]"
n_robday8_61a7d874	r	Anyway. Everything's runnin' fine, so you don't gotta put any little notes on your clipboard there.	game/story/week two/eighthday.rpy	930	r "[what]"
n_robday8_4ff795e7	mc	Oh - Heath did ask me to tell you to turn your TV down.	game/story/week two/eighthday.rpy	932	mc "[what]"
n_robday8_d61ae795	r	She can hear it all the way from down there?	game/story/week two/eighthday.rpy	935	r "[what]"
n_robday8_a901501f	r	Yikes. She must hate me, haha. That makes two of ya, I suppose.	game/story/week two/eighthday.rpy	936	r "[what]"
n_robday8_166e5024	r	I'll turn it down. She's got nothing to worry about.	game/story/week two/eighthday.rpy	939	r "[what]"
n_robday8_bb0eeaf4	mc	Thank you.	game/story/week two/eighthday.rpy	941	mc "[what]"
n_robday8_34defbfd	r	Alrigh', now, you should get goin'. I don't wanna miss any of my game for this.	game/story/week two/eighthday.rpy	944	r "[what]"
n_robday8_b254d291	mc	We'll be leaving.	game/story/week two/eighthday.rpy	946	mc "[what]"
n_robday8_a59c7d23	n	And with that, you finish off your checklist and head back to your office.	game/story/week two/eighthday.rpy	948	n "[what]"
day8end_3cb37881	e	Well! Uneventful day, all things considered.	game/story/week two/eighthday.rpy	956	e "[what]"
day8end_50eae481	e	That's the way I like it! Haha.	game/story/week two/eighthday.rpy	958	e "[what]"
day8end_ab346fe9	e	Now - expect the normal routine. You should check your email before heading to bed.	game/story/week two/eighthday.rpy	961	e "[what]"
day8end_42364b53	e	Thank you for your work today, Doctor. I will see you tomorrow.	game/story/week two/eighthday.rpy	962	e "[what]"
day9_34a02dd6	n	You enter your chambers for what feels like the 8th time.	game/story/week two/ninthday.rpy	9	n "[what]"
day9_e86421d6	n	...probably because this is the 8th time.	game/story/week two/ninthday.rpy	10	n "[what]"
day9_c06e2307	n	Only 4 more days till you're out of here...	game/story/week two/ninthday.rpy	12	n "[what]"
day9_11fdb519	extend		game/story/week two/ninthday.rpy	15	extend "[what]" nointeract
day9_091738f6	n	You lay down in your bed for the night and close your eyes.	game/story/week two/ninthday.rpy	21	n "[what]"
day9_2d91c495	n	You wake up at 07:30, ready for the day.	game/story/week two/ninthday.rpy	35	n "[what]"
day9_9c44fd33	n	Well, as ready as you can be.	game/story/week two/ninthday.rpy	36	n "[what]"
day9_857a8891	n	You get dressed and head out the door.	game/story/week two/ninthday.rpy	37	n "[what]"
day9_cffaf809	e	Hello... Doctor.	game/story/week two/ninthday.rpy	42	e "[what]"
day9_d98f3632	mc	Miss Esther? Are you okay?	game/story/week two/ninthday.rpy	44	mc "[what]"
day9_0c15272e	e	Yes, just... incredibly tired.	game/story/week two/ninthday.rpy	46	e "[what]"
day9_7625ef00	mc	How can a core be tired?	game/story/week two/ninthday.rpy	48	mc "[what]"
day9_8bb9561c	e	I'm not even sure. I just know I'm exhausted for some reason.	game/story/week two/ninthday.rpy	50	e "[what]"
day9_18a2076d	e	Anyways, let's get started on our shift, Doctor.	game/story/week two/ninthday.rpy	51	e "[what]"
day9_a4653830	mc	Yes ma'am.	game/story/week two/ninthday.rpy	53	mc "[what]"
krisday9_d0954fbd	n	It takes you no time at all to get to the conference room.	game/story/week two/ninthday.rpy	60	n "[what]"
krisday9_0da13786	e	Kris, it's time... for your check-in.	game/story/week two/ninthday.rpy	62	e "[what]"
krisday9_c5b1c200	k	Er, Miss Esther... is everything alright?	game/story/week two/ninthday.rpy	65	k "[what]"
krisday9_60ed02ea	mc	She's tired, apparently.	game/story/week two/ninthday.rpy	67	mc "[what]"
krisday9_232aa83e	e	Very much so.	game/story/week two/ninthday.rpy	70	e "[what]"
krisday9_7d472c87	k	Well. I have good news for you, then - everything's alright in here.	game/story/week two/ninthday.rpy	74	k "[what]"
krisday9_957f9e60	k	I don't have anything to report today.	game/story/week two/ninthday.rpy	75	k "[what]"
krisday9_16b065d7	k	The stock is looking better than ever, and I'm running smoothly as well.	game/story/week two/ninthday.rpy	76	k "[what]"
krisday9_5c92e710	k	Do you want to see how smoothly I'm running, Doctor?	game/story/week two/ninthday.rpy	79	k "[what]"
krisday9_84a2fad6	mc	I-I'm okay. Thank you. Haha.	game/story/week two/ninthday.rpy	80	mc "[what]"
krisday9_77fefdf6	k	Your loss.	game/story/week two/ninthday.rpy	82	k "[what]"
krisday9_0bf8d3ea	mc	Anyways...	game/story/week two/ninthday.rpy	83	mc "[what]"
p_krisday9_d029a85d	mc	That's great to hear, Kris. I'm glad things are going well.	game/story/week two/ninthday.rpy	90	mc "[what]"
p_krisday9_248c981f	k	As am I.	game/story/week two/ninthday.rpy	91	k "[what]"
p_krisday9_7d64a381	k	Doctor, I know you have your one-on-one supervising shift tomorrow, and...	game/story/week two/ninthday.rpy	93	k "[what]"
p_krisday9_808b3085	k	...well, I know I can't ask you to choose me, but...	game/story/week two/ninthday.rpy	95	k "[what]"
p_krisday9_387b22b8	k	It would be well in your interest to supervise me tomorrow.	game/story/week two/ninthday.rpy	96	k "[what]"
p_krisday9_e4d87d37	k	That's all I'll say.	game/story/week two/ninthday.rpy	97	k "[what]"
p_krisday9_6a7394ee	e	Kris... what are you saying?	game/story/week two/ninthday.rpy	99	e "[what]"
p_krisday9_91ef9802	k	Nothing, Miss Esther. I apologize.	game/story/week two/ninthday.rpy	101	k "[what]"
p_krisday9_92dcac14	k	Always good to see your face, Doctor.	game/story/week two/ninthday.rpy	102	k "[what]"
p_krisday9_e852d325	k	Sunshine on a cloudy day.	game/story/week two/ninthday.rpy	104	k "[what]"
p_krisday9_ebb7acab	k	...whatever that means.	game/story/week two/ninthday.rpy	106	k "[what]"
p_krisday9_11fdb519	extend		game/story/week two/ninthday.rpy	109	extend "[what]" nointeract
p_krisday9neutral_6dd42c8c	k	Well. You should be going. I know you have plenty to do today.	game/story/week two/ninthday.rpy	121	k "[what]"
p_krisday9neutral_128011a5	k	I hope I see you here tomorrow.	game/story/week two/ninthday.rpy	124	k "[what]"
p_krisday9neutral_bb43a0ff	mc	Goodbye, Kris. I'll see you later.	game/story/week two/ninthday.rpy	127	mc "[what]"
p_krisday9neutral_00d37087	n	You check Kris off your list and leave the conference room.	game/story/week two/ninthday.rpy	129	n "[what]"
p_krisday9positive_ee1c3266	k	Ah. Ahem. Thank you, Doctor.	game/story/week two/ninthday.rpy	135	k "[what]"
p_krisday9positive_c19811c3	k	It's most likely because I polished my chassis last night, but... umm...	game/story/week two/ninthday.rpy	136	k "[what]"
p_krisday9positive_1ab3a90c	k	You should be going. I know you have plenty to do today.	game/story/week two/ninthday.rpy	139	k "[what]"
p_krisday9positive_2c8e97f6	k	I... hope I see you tomorrow.	game/story/week two/ninthday.rpy	142	k "[what]"
p_krisday9positive_bb43a0ff	mc	Goodbye, Kris. I'll see you later.	game/story/week two/ninthday.rpy	145	mc "[what]"
p_krisday9positive_00d37087	n	You check Kris off your list and leave the conference room.	game/story/week two/ninthday.rpy	147	n "[what]"
n_krisday9_e02ddbea	mc	I'm glad things are going well. That's good to hear.	game/story/week two/ninthday.rpy	152	mc "[what]"
n_krisday9_9f04f285	k	Thank Aperture, right? Now you don't have to check off a different box than usual.	game/story/week two/ninthday.rpy	155	k "[what]"
n_krisday9_2e8df008	k	Such an exhausting task.	game/story/week two/ninthday.rpy	157	k "[what]"
n_krisday9_c43dd5c3	e	Now, Kris, just because I'm tired -	game/story/week two/ninthday.rpy	160	e "[what]"
n_krisday9_4ef5734a	k	I apologize, Miss Esther.	game/story/week two/ninthday.rpy	164	k "[what]"
n_krisday9_f89bde27	k	Haha... truly, I do not know what's gotten into me lately.	game/story/week two/ninthday.rpy	166	k "[what]"
n_krisday9_4814acc4	k	Forgive me.	game/story/week two/ninthday.rpy	167	k "[what]"
n_krisday9_7d287196	mc	Uh... well, if everything's okay in here, we should probably be going.	game/story/week two/ninthday.rpy	169	mc "[what]"
n_krisday9_f7699070	k	Mmm. That's an excellent idea, Doctor.	game/story/week two/ninthday.rpy	172	k "[what]"
n_krisday9_cab2f2eb	k	Have a good day.	game/story/week two/ninthday.rpy	173	k "[what]"
n_krisday9_0dfdcd09	mc	You too.	game/story/week two/ninthday.rpy	175	mc "[what]"
n_krisday9_8ac7ad8d	n	You hesitantly check Kris off your list and leave the conference room.	game/story/week two/ninthday.rpy	177	n "[what]"
unknownday9_8979fa76	e	I apologize for not being my... usual self, Doctor.	game/story/week two/ninthday.rpy	184	e "[what]"
unknownday9_a0d92151	e	I hope this shift goes by quickly.	game/story/week two/ninthday.rpy	185	e "[what]"
unknownday9_cd4b0f90	u	Doc! And...	game/story/week two/ninthday.rpy	189	u "[what]"
unknownday9_e033a489	u	...Miss Esther, yeah?	game/story/week two/ninthday.rpy	191	u "[what]"
unknownday9_a345c499	u	Shocker bumpin' into you two here.	game/story/week two/ninthday.rpy	193	u "[what]"
unknownday9_d02ce73c	e	Shocker?! You're in the way of our route.	game/story/week two/ninthday.rpy	196	e "[what]"
unknownday9_c968ab1b	e	Not that much of a surprise that we're doing our job on a Tuesday morning, is it?	game/story/week two/ninthday.rpy	198	e "[what]"
unknownday9_11fdb519	extend		game/story/week two/ninthday.rpy	202	extend "[what]" nointeract
impressunknown9_23d2f95e	u	Oh, uh... you too, Doc.	game/story/week two/ninthday.rpy	214	u "[what]"
impressunknown9_f6e2ec91	u	Sorry you ain't seen me yesterday, I uh... I was busy.	game/story/week two/ninthday.rpy	215	u "[what]"
impressunknown9_9b30a15d	u	Glad I bumped into ya now, though.	game/story/week two/ninthday.rpy	218	u "[what]"
impressunknown9_fc12a23e	e	Ugh. Doctor, can we move on? Please.	game/story/week two/ninthday.rpy	221	e "[what]"
impressunknown9_c78f494e	u	Ah, yeah, sorry, should prolly get out of your way now, but...	game/story/week two/ninthday.rpy	226	u "[what]"
impressunknown9_26b6255e	u	Hey Doc, if you see me later, I got something important to tell ya, alright?	game/story/week two/ninthday.rpy	228	u "[what]"
impressunknown9_6dea32a9	u	L-Later though, not now, hah.	game/story/week two/ninthday.rpy	230	u "[what]"
impressunknown9_c4e5587e	mc	Alright. I'll keep that in mind.	game/story/week two/ninthday.rpy	232	mc "[what]"
impressunknown9_1b82b309	u	Catch ya later. Hopefully.	game/story/week two/ninthday.rpy	235	u "[what]"
impressunknown9_ae1f697f	u	Ah, yeah, sorry, should prolly get out of your way now.	game/story/week two/ninthday.rpy	240	u "[what]"
impressunknown9_d85037f3	u	I'll catch ya later, Doc.	game/story/week two/ninthday.rpy	242	u "[what]"
offendunknown9_d1be31cb	u	Agh, sorry, yeah, I'm movin'.	game/story/week two/ninthday.rpy	249	u "[what]"
offendunknown9_33d4d4bc	u	Jeez, you're real rude.	game/story/week two/ninthday.rpy	251	u "[what]"
offendunknown9_439c9116	u	See ya, Doc.	game/story/week two/ninthday.rpy	254	u "[what]"
heathday9_6318dee3	e	Ah, thank god. That core annoys me to such an incredible extent, I...	game/story/week two/ninthday.rpy	261	e "[what]"
heathday9_da68e1b1	e	Oh, we're here.	game/story/week two/ninthday.rpy	263	e "[what]"
heathday9_0e76fa82	e	I forget how close Kris and Heath are to each other...	game/story/week two/ninthday.rpy	265	e "[what]"
heathday9_f0354269	h	Doctor! I've got another trick for you today!	game/story/week two/ninthday.rpy	270	h "[what]"
heathday9_9ebdf191	h	...and I'm not putting myself in danger this time!	game/story/week two/ninthday.rpy	272	h "[what]"
heathday9_ea1d75e1	n	She turns around briefly, then turns back with four metal rings hanging from her handles.	game/story/week two/ninthday.rpy	274	n "[what]"
heathday9_289ad3ea	h	Now... pay close attention.	game/story/week two/ninthday.rpy	276	h "[what]"
heathday9_e3c6e8ab	h	You see here - all four rings are connected, yes?	game/story/week two/ninthday.rpy	277	h "[what]"
heathday9_f800bed0	mc	Yes.	game/story/week two/ninthday.rpy	279	mc "[what]"
heathday9_1cabb501	h	Are you so sure about that?	game/story/week two/ninthday.rpy	281	h "[what]"
heathday9_dcc6936e	n	With an upwards flick of her handle, the rings seem to disconnect from one another mid-air -	game/story/week two/ninthday.rpy	284	n "[what]"
heathday9_6c380747	n	And by the time they land back down, they're split into two and two.	game/story/week two/ninthday.rpy	286	n "[what]"
heathday9_b59d20b5	h	TADA!!	game/story/week two/ninthday.rpy	288	h "[what]"
heathday9_f8a424ea	h	Just a little... sleight-of-handle.	game/story/week two/ninthday.rpy	289	h "[what]"
p_heathday9_25c2cfb3	mc	Wow! That's incredible, Heath.	game/story/week two/ninthday.rpy	297	mc "[what]"
p_heathday9_6acf3d3c	h	Yes, yes, I know, I know, haha.	game/story/week two/ninthday.rpy	300	h "[what]"
p_heathday9_4e3c6ab4	h	You're always my best audience, Doctor.	game/story/week two/ninthday.rpy	302	h "[what]"
p_heathday9_ecd5d0b8	h	I know you have places to be - but hear me out for one second!	game/story/week two/ninthday.rpy	304	h "[what]"
p_heathday9_15dca959	h	You have your one-on-one shift tomorrow, yeah?	game/story/week two/ninthday.rpy	305	h "[what]"
p_heathday9_47a8a746	h	If you choose me, I have a very special show to put on for you!	game/story/week two/ninthday.rpy	307	h "[what]"
p_heathday9_7a1933e2	h	No pressure of course, but...	game/story/week two/ninthday.rpy	309	h "[what]"
p_heathday9_361e1afb	e	Heath... watch yourself.	game/story/week two/ninthday.rpy	311	e "[what]"
p_heathday9_6c6e439d	h	Aha, yes, Miss Esther. Anyways, Doc, I hope you'll stop by to see it!	game/story/week two/ninthday.rpy	314	h "[what]"
p_heathday9_99369905	h	You definitely pay more attention than the last guy did! Hahaha.	game/story/week two/ninthday.rpy	315	h "[what]"
p_heathday9_11fdb519	extend		game/story/week two/ninthday.rpy	318	extend "[what]" nointeract
p_heathday9positive_5a2ad1da	e	Doctor...	game/story/week two/ninthday.rpy	330	e "[what]"
p_heathday9positive_ec8e2746	h	Oh - ahem. Well...	game/story/week two/ninthday.rpy	333	h "[what]"
p_heathday9positive_8f6bbc2d	h	That must make me the best magician EVER!	game/story/week two/ninthday.rpy	335	h "[what]"
p_heathday9positive_cbdc8acb	h	Or you meant it, as in like, I'm annoying...	game/story/week two/ninthday.rpy	337	h "[what]"
p_heathday9positive_78ea3157	h	...but I don't think you did.	game/story/week two/ninthday.rpy	338	h "[what]"
p_heathday9positive_832bcdef	h	Glad I can bring a smile to your face, Doctor!	game/story/week two/ninthday.rpy	340	h "[what]"
p_heathday9positive_9774b3ef	e	Doctor, we should continue our route, now.	game/story/week two/ninthday.rpy	343	e "[what]"
p_heathday9positive_94bdac2e	h	Ah, yes. You should leave!	game/story/week two/ninthday.rpy	346	h "[what]"
p_heathday9positive_4cf25182	h	I'm sure I'll see you tomorrow!	game/story/week two/ninthday.rpy	349	h "[what]"
p_heathday9positive_0dd7e4e6	mc	Thank you, Heath.	game/story/week two/ninthday.rpy	352	mc "[what]"
p_heathday9positive_fb445b58	n	You check Heath off and leave the break room with Miss Esther.	game/story/week two/ninthday.rpy	354	n "[what]"
p_heathday9neutral_013b6a17	h	Ah, true. He really didn't care much for me, haha.	game/story/week two/ninthday.rpy	360	h "[what]"
p_heathday9neutral_f1fa960d	h	Which is why I'm glad you're here! If only temporarily.	game/story/week two/ninthday.rpy	362	h "[what]"
p_heathday9neutral_774ba64f	h	Now - Miss Esther's giving me that look, Doc... y'know, the "shut up before I yell at you" look?	game/story/week two/ninthday.rpy	363	h "[what]"
p_heathday9neutral_2fdafc6a	h	So you should probably be going.	game/story/week two/ninthday.rpy	364	h "[what]"
p_heathday9neutral_16f99ff1	e	Great power of observation, Heath.	game/story/week two/ninthday.rpy	366	e "[what]"
p_heathday9neutral_25150d7e	mc	Yes, we'll be going now. Thank you, Heath.	game/story/week two/ninthday.rpy	369	mc "[what]"
p_heathday9neutral_fb445b58	n	You check Heath off and leave the break room with Miss Esther.	game/story/week two/ninthday.rpy	371	n "[what]"
n_heathday9_0ee77b15	mc	I genuinely don't know how you did that.	game/story/week two/ninthday.rpy	376	mc "[what]"
n_heathday9_e5aa0546	h	I know you feel this is a waste of time, Doctor, but this is my passion.	game/story/week two/ninthday.rpy	379	h "[what]"
n_heathday9_0624f269	h	Forgive me if I can't resist the urge to show off!	game/story/week two/ninthday.rpy	381	h "[what]"
n_heathday9_a795ac46	h	As you can see, though, everything here is working just fine.	game/story/week two/ninthday.rpy	383	h "[what]"
n_heathday9_1d6e4abd	h	I know you have a schedule to keep, so...	game/story/week two/ninthday.rpy	384	h "[what]"
n_heathday9_ac3d0051	mc	...Yes, I'll be going.	game/story/week two/ninthday.rpy	386	mc "[what]"
n_heathday9_ecfbe172	h	Wonderful! I mean...	game/story/week two/ninthday.rpy	389	h "[what]"
n_heathday9_2724ab2a	h	Have a great day, Doctor!	game/story/week two/ninthday.rpy	391	h "[what]"
n_heathday9_fb445b58	n	You check Heath off and leave the break room with Miss Esther.	game/story/week two/ninthday.rpy	393	n "[what]"
estherday9_871d1179	e	You know, running along these management rails all day takes a lot more out of me than you might think...	game/story/week two/ninthday.rpy	401	e "[what]"
estherday9_b9271eb0	mc	I still can't understand how you get tired.	game/story/week two/ninthday.rpy	403	mc "[what]"
estherday9_03e3a434	e	As I've said, I'm not sure either. Perhaps it's something Aperture programmed into us, to make us more...	game/story/week two/ninthday.rpy	405	e "[what]"
estherday9_61fd34db	e	..."human".	game/story/week two/ninthday.rpy	406	e "[what]"
estherday9_184fa0f9	e	Frankly, I don't see the appeal of being human...	game/story/week two/ninthday.rpy	408	e "[what]"
estherday9_660913cb	e	Other than the legs, of course.	game/story/week two/ninthday.rpy	410	e "[what]"
estherday9_11fdb519	extend		game/story/week two/ninthday.rpy	413	extend "[what]" nointeract
estherday9positive_c38926b4	e	See! There's the spirit.	game/story/week two/ninthday.rpy	423	e "[what]"
estherday9positive_66f9ad13	e	Ugh. I can't put in that much energy right now.	game/story/week two/ninthday.rpy	425	e "[what]"
estherday9neutral_7e541ed2	e	That's good, I suppose.	game/story/week two/ninthday.rpy	429	e "[what]"
estherday9neutral_c2cb8f80	e	Sorry if I seem a little... off today, Doctor.	game/story/week two/ninthday.rpy	430	e "[what]"
estherday9neutral_c161edb7	e	I really can't put in that much energy today.	game/story/week two/ninthday.rpy	431	e "[what]"
aspenday9_2dfb6682	n	Before you know it, you've reached the greenhouse upstairs.	game/story/week two/ninthday.rpy	435	n "[what]"
aspenday9_5b5a41f9	e	I'll just be out here... resting my optic.	game/story/week two/ninthday.rpy	437	e "[what]"
aspenday9_72b116b8	n	You enter the greenhouse.	game/story/week two/ninthday.rpy	439	n "[what]"
aspenday9_6449fb89	n	Everything seems to be normal from the outside.	game/story/week two/ninthday.rpy	444	n "[what]"
aspenday9_b6234d50	n	You're well aware by now, of course, that the only person that could tell something is off would be -	game/story/week two/ninthday.rpy	445	n "[what]"
aspenday9_0dadc343	mc	Aspen? I'm here for your check-in.	game/story/week two/ninthday.rpy	447	mc "[what]"
aspenday9_5c84aa14	n	Aspen turns around to face you.	game/story/week two/ninthday.rpy	450	n "[what]"
p_aspenday9_9921b7d5	n	They greet you with a smile. Or something like it.	game/story/week two/ninthday.rpy	457	n "[what]"
p_aspenday9_bacb2361	a	Doctor! Ah, it's great to see you. How are you?	game/story/week two/ninthday.rpy	458	a "[what]"
p_aspenday9_6a446d0a	mc	I'm doing good, Aspen. How are you?	game/story/week two/ninthday.rpy	460	mc "[what]"
p_aspenday9_8d2f388e	a	Great! Everything's going smooth. The chrysanthemums I showed you yesterday are blooming even bigger than before.	game/story/week two/ninthday.rpy	463	a "[what]"
p_aspenday9_2d0f0581	a	You know, chrysanthemums are used in tea sometimes, and it's generally believed it has several health benefits...	game/story/week two/ninthday.rpy	465	a "[what]"
p_aspenday9_14f6995b	a	In addition, they can reduce air pollution in some cases!	game/story/week two/ninthday.rpy	466	a "[what]"
p_aspenday9_9e88e9fe	a	Oh shoot, I'm rambling again, aren't I?	game/story/week two/ninthday.rpy	468	a "[what]"
p_aspenday9_260abe4a	a	S-Sorry, Doctor, sorry.	game/story/week two/ninthday.rpy	470	a "[what]"
p_aspenday9_11fdb519	extend		game/story/week two/ninthday.rpy	473	extend "[what]" nointeract
p_aspenday9positive_ad4b3ced	a	Aha... that's twice in a row now, you've said... something...	game/story/week two/ninthday.rpy	486	a "[what]"
p_aspenday9positive_dfcdeed9	a	...like that.	game/story/week two/ninthday.rpy	487	a "[what]"
p_aspenday9positive_2ca9b441	a	Doctor, I...	game/story/week two/ninthday.rpy	489	a "[what]"
p_aspenday9positive_1e9847dc	a	Well, uh...	game/story/week two/ninthday.rpy	490	a "[what]"
p_aspenday9positive_2cf6e7c2	a	...uh, thank you.	game/story/week two/ninthday.rpy	491	a "[what]"
p_aspenday9positive_b8a88db4	a	Look, I know I'm not really supposed to ask you this...	game/story/week two/ninthday.rpy	495	a "[what]"
p_aspenday9positive_c8a230ff	a	And I'm stepping way over my programming here, but...	game/story/week two/ninthday.rpy	497	a "[what]"
p_aspenday9positive_49567e34	a	...If you could, do you think you could supervise me during your one-on-one tomorrow?	game/story/week two/ninthday.rpy	499	a "[what]"
p_aspenday9positive_355f9364	a	I have something... important to tell you.	game/story/week two/ninthday.rpy	500	a "[what]"
p_aspenday9positive_2f06d3a4	mc	I'll think about it, Aspen.	game/story/week two/ninthday.rpy	502	mc "[what]"
p_aspenday9positive_1ae72baf	a	Ah, good. I know it's... strange of me to ask, haha...	game/story/week two/ninthday.rpy	505	a "[what]"
p_aspenday9positive_65af935e	a	I-I really don't know what to say to that, haha.	game/story/week two/ninthday.rpy	509	a "[what]"
p_aspenday9positive_e06264af	a	But yes! Everything's working fine. We're all - I mean, I'm... uh.	game/story/week two/ninthday.rpy	511	a "[what]"
p_aspenday9positive_8e429574	a	Well.	game/story/week two/ninthday.rpy	512	a "[what]"
p_aspenday9positive_146f1f69	mc	As much as I hate to say it, I should probably be going now.	game/story/week two/ninthday.rpy	514	mc "[what]"
p_aspenday9positive_1837c52d	mc	Miss Esther is most likely waiting for me.	game/story/week two/ninthday.rpy	515	mc "[what]"
p_aspenday9positive_f2e3b789	a	Oh! Um. Yes.	game/story/week two/ninthday.rpy	518	a "[what]"
p_aspenday9positive_32cb0e06	a	Have a good day, Doctor!	game/story/week two/ninthday.rpy	520	a "[what]"
p_aspenday9positive_4046cc98	a	I hope you'll choose me tomorrow.	game/story/week two/ninthday.rpy	523	a "[what]"
p_aspenday9positive_c658babb	n	You check Aspen off your list and leave the greenhouse.	game/story/week two/ninthday.rpy	525	n "[what]"
p_aspenday9neutral_68afa8db	a	Thank you, thank you, Doctor.	game/story/week two/ninthday.rpy	531	a "[what]"
p_aspenday9neutral_f80cc42f	a	I knew you'd understand.	game/story/week two/ninthday.rpy	532	a "[what]"
p_aspenday9neutral_54a8674d	a	But yes, uh... you have nothing to worry about.	game/story/week two/ninthday.rpy	534	a "[what]"
p_aspenday9neutral_53135768	mc	That's good.	game/story/week two/ninthday.rpy	536	mc "[what]"
p_aspenday9neutral_8626c8f3	mc	I should probably be on my way, then - Miss Esther's waiting for me.	game/story/week two/ninthday.rpy	537	mc "[what]"
p_aspenday9neutral_e9105efa	a	Of course Doctor! I'll see you on Thursday for sure!	game/story/week two/ninthday.rpy	540	a "[what]"
p_aspenday9neutral_c658babb	n	You check Aspen off your list and leave the greenhouse.	game/story/week two/ninthday.rpy	542	n "[what]"
n_aspenday9_41b0206f	n	They greet you with... actually, you're not quite sure what that look is.	game/story/week two/ninthday.rpy	547	n "[what]"
n_aspenday9_88e6fc9a	a	Oh, Doctor! Hello again.	game/story/week two/ninthday.rpy	549	a "[what]"
n_aspenday9_c1d2ad07	mc	Hi, Aspen. Is everything going well in here?	game/story/week two/ninthday.rpy	551	mc "[what]"
n_aspenday9_f94bcaa4	a	Yes, as usual, everything is fine.	game/story/week two/ninthday.rpy	554	a "[what]"
n_aspenday9_fc324cec	a	I'm glad to be working in here. The plants keep me company. And they're very kind.	game/story/week two/ninthday.rpy	556	a "[what]"
n_aspenday9_f4689c2e	a	Especially when most people aren't.	game/story/week two/ninthday.rpy	558	a "[what]"
n_aspenday9_e0e4a66d	a	Anyways!	game/story/week two/ninthday.rpy	560	a "[what]"
n_aspenday9_eaaaf58c	a	You've got nothing to worry about, Doctor! Haha. So you can go.	game/story/week two/ninthday.rpy	562	a "[what]"
n_aspenday9_3f3b0bfc	mc	Uh... alright.	game/story/week two/ninthday.rpy	564	mc "[what]"
n_aspenday9_c044af5d	n	You hesitantly check Aspen off your list and leave the greenhouse.	game/story/week two/ninthday.rpy	566	n "[what]"
estherday9pt2_5cab4d80	e	Ah. Doctor. Welcome back.	game/story/week two/ninthday.rpy	574	e "[what]"
estherday9pt2_979afcb4	e	Let's be on our way to CC, now.	game/story/week two/ninthday.rpy	575	e "[what]"
estherday9pt2_ad5e4a23	n	You follow Miss Esther as she tiredly leads you on her rail.	game/story/week two/ninthday.rpy	577	n "[what]"
estherday9pt2_11fdb519	extend		game/story/week two/ninthday.rpy	580	extend "[what]" nointeract
estherday9pt2_6b9d7654	n	She laughs softly.	game/story/week two/ninthday.rpy	589	n "[what]"
estherday9pt2_58e546bc	e	I'm doing wonderful, Doctor! Simply excellent.	game/story/week two/ninthday.rpy	592	e "[what]"
estherday9pt2_993550f5	e	...no, Doctor, I'm not okay. As I said, I'm very tired.	game/story/week two/ninthday.rpy	595	e "[what]"
estherday9pt2_cfca4b92	e	Please... a little silence would be nice.	game/story/week two/ninthday.rpy	596	e "[what]"
estherday9pt2_f6dbd72c	mc	Ah. Yes. I'm sorry.	game/story/week two/ninthday.rpy	598	mc "[what]"
ccday9_80e3cf9b	n	Eventually, you two approach the door to CC's room.	game/story/week two/ninthday.rpy	603	n "[what]"
ccday9_232da855	n	You hear... "coughing" from inside. It seems CC is already awake.	game/story/week two/ninthday.rpy	604	n "[what]"
ccday9_d8958460	n	You open the door.	game/story/week two/ninthday.rpy	605	n "[what]"
p_ccday9_454a171b	c	Doctor... Miss Esther.	game/story/week two/ninthday.rpy	617	c "[what]"
p_ccday9_9dab56ab	n	He sounds much... rougher than usual.	game/story/week two/ninthday.rpy	619	n "[what]"
p_ccday9_30742223	c	Forgive me for my brevity. I am...	game/story/week two/ninthday.rpy	621	c "[what]"
p_ccday9_c1ac2e21	n	He coughs harshly.	game/story/week two/ninthday.rpy	623	n "[what]"
p_ccday9_a02454b0	c	...not feeling my best.	game/story/week two/ninthday.rpy	625	c "[what]"
p_ccday9_6fe815db	e	CC... you sound terrible.	game/story/week two/ninthday.rpy	627	e "[what]"
p_ccday9_04640d04	c	Haha... yes, I'm aware.	game/story/week two/ninthday.rpy	630	c "[what]"
p_ccday9_11fdb519	extend		game/story/week two/ninthday.rpy	633	extend "[what]" nointeract
p_ccday9positive_61b412a1	c	Mmm. Thank you, Doctor.	game/story/week two/ninthday.rpy	646	c "[what]"
p_ccday9positive_3f87ca72	c	I know. I appreciate that. Genuinely.	game/story/week two/ninthday.rpy	647	c "[what]"
p_ccday9positive_a6ad5d29	c	Honestly, how I feel is up and down on the best of days...	game/story/week two/ninthday.rpy	649	c "[what]"
p_ccday9positive_260fc2ba	c	I just hope it isn't worse tomorrow.	game/story/week two/ninthday.rpy	651	c "[what]"
p_ccday9positive_1eb3590e	mc	As do I.	game/story/week two/ninthday.rpy	653	mc "[what]"
p_ccday9positive_d2e4b984	c	Everything's as it should be, though, Doctor.	game/story/week two/ninthday.rpy	655	c "[what]"
p_ccday9positive_cc6313eb	c	You know... seeing you is one of the only things keeping me going right now.	game/story/week two/ninthday.rpy	657	c "[what]"
p_ccday9positive_d19f855d	c	...	game/story/week two/ninthday.rpy	659	c "[what]"
p_ccday9positive_75361c4d	c	Forgive me. That came... out of nowhere.	game/story/week two/ninthday.rpy	662	c "[what]"
p_ccday9positive_4bd64761	c	A-Apologies, Doctor.	game/story/week two/ninthday.rpy	663	c "[what]"
